patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,0,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,1,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,2,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,3,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,4,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,5,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,6,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,7,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,8,0,
patch1-Chart-1-Cardumen.patch,plausible,fixed,Chart,1,ASE15-evosuite,9,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,0,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,1,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,2,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,3,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,4,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,5,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,6,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,7,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,8,0,
patch2-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,9,1,;test03
patch3-Chart-1-Cardumen.patch,plausible,buggy,Chart,1,ASE15-evosuite,0,0,
